x,y
3601,40.3913
1778,44.2286
1187,40.5417
573,91.9231
1285,74.3469
2035,37.0851
1330,22.7941
6682,31.5909
559,45.6486
112,62.8
3247,32.6364
1141,54.5769
1276,62.52
568,56.0303
414,75.3182
59,45.0
4657,48.2308
269,67.4615
211,45.7143
84,28.8077
999,59.8824
154,51.08
1186,61.1364
3602,46.7333
4780,64.0541
615,34.8889
8172,61.7188
43,72.2647
1625,41.6286
2651,36.2
6315,41.0
87,52.1471
701,61.8298
1021,50.871
2166,71.8857
1273,25.4048
2785,39.027
33,76.1064
455,59.9032
115,43.2708
136,26.2333
2307,65.5
9564,30.1795
1448,69.0476
107,37.9565
252,94.9333
222,85.381
2804,33.6129
1686,25.0278
1073,68.44
89,41.6481
2671,39.3725
2679,72.9355
4658,30.0
395,30.9429
1549,27.8511
59,55.7
6313,31.5775
387,40.4038
653,42.9643
2987,37.1818
134,42.1714
6087,64.2273
1614,25.9677
648,42.8
2200,50.6667
2138,38.3265
96,63.6038
2431,62.878
1619,41.3889
8658,35.5652
157,82.0625
2794,39.1923
92,63.0426
3443,39.0714
178,72.6176
920,69.0
230,23.5417
1651,32.5556
5405,26.7568
849,65.5714
2323,70.4
861,62.6757
129,52.6316
2867,76.6296
3898,40.2308
1479,27.3947
195,83.25
1190,50.8302
273,59.1739
2949,37.9545
134,61.8116
47,67.8621
3748,65.0833
1801,43.0755
115,28.675
4107,34.1154
149,39.2813
3444,69.6444
2220,39.9623
153,57.381
1252,27.0889
2952,41.5319
1326,40.5
3161,25.5484
1061,39.1765
409,84.1739
650,41.6207
3673,34.3824
7151,50.2593
4183,61.525
167,62.4828
7111,24.9429
2739,55.7857
1962,59.3548
169,76.8333
385,37.92
387,47.3103
317,30.7742
599,60.6667
954,63.5227
1792,55.1429
2629,30.6129
3084,65.2273
1001,41.125
281,28.4
378,58.4722
4716,26.525
7169,38.9032
382,26.3542
202,67.0
163,28.9688
4688,33.1176
2650,71.9167
190,38.625
1117,68.7037
407,49.6923
110,45.4821
85,32.14
1602,61.0
7241,31.7818
1402,53.3043
2676,66.4615
542,61.8929
187,77.125
1004,27.14
1085,65.4082
1911,37.303
152,43.9
761,80.5143
1181,51.7879
408,39.0
22,45.2195
136,48.6364
3430,35.8696
1621,32.0476
1786,36.2222
4020,28.9722
142,38.566
1429,68.96
351,69.2308
3689,46.4
3101,28.6667
396,30.2456
148,53.2419
1002,33.8125
691,85.28
3505,46.3333
1279,39.2419
3186,23.913
1654,42.2857
82,61.9688
355,22.3611
2663,50.6818
3279,31.8448
1721,44.0556
352,63.6522
1270,47.4286
8174,40.0
143,40.8
175,51.75
187,38.7027
919,43.4792
2384,44.0755
3759,28.3556
590,51.5429
69,63.125
3694,52.625
6529,32.7627
3501,48.4333
2092,64.7941
750,53.6563
916,25.9048
1898,67.08
4788,53.7931
994,46.5455
247,43.0323
6926,34.7429
1621,37.8276
138,42.0556
2634,24.7857
1275,34.6944
119,60.6579
2485,43.3846
92,70.6207
274,72.0278
2425,77.7714
3830,49.0417
1696,57.2941
1267,46.9667
1596,39.2344
63,72.2692
1067,23.24
1404,60.7037
910,23.8537
1653,62.6897
2444,78.7931
5398,47.3143
2578,36.4444
1304,33.9444
329,92.8182
604,73.0
1907,36.1923
2438,39.3333
75,57.9565
113,79.5652
1801,45.5217
8,73.0938
163,51.5091
7235,44.9524
840,27.6129
1279,51.7105
2625,36.4182
4021,28.0256
371,38.6087
1114,47.5263
179,87.0313
2767,38.16
2581,24.5333
3549,26.9259
454,45.2813
2137,29.7391
1815,85.4444
6,56.6857
1046,56.5625
5141,39.9744
1973,49.4615
106,76.5313
7172,46.125
783,47.3235
2376,43.5
1723,22.625
7112,33.6875
179,95.7234
1510,31.5732
224,32.7778
2058,73.575
2084,40.2857
2821,25.9184
1281,40.3409
125,70.0417
952,32.3243
2674,59.5714
42,75.5
6316,23.7
3524,29.5217
20,74.9
2498,48.52
346,48.1667
3626,24.6061
3040,34.9091
2439,67.5217
486,46.7222
5180,39.2759
2387,38.9
3633,28.4118
220,51.25
3589,31.4211
569,27.6047
5400,33.175
7637,67.64
3426,57.2059
2902,77.6786
993,37.46
198,85.9615
1094,43.6136
266,74.5758
4875,37.1622
5482,45.8205
9,95.1515
189,44.8621
474,58.4
2297,40.6333
1285,29.2
7636,45.6333
1414,41.7
3700,57.8095
33,39.7442
209,44.5139
2671,38.2
149,31.2029
231,61.3953
5164,44.75
2577,69.6857
2802,35.8684
231,39.16
1728,29.325
9568,24.3333
3256,28.3667
967,27.2414
1627,29.6486
1346,64.913
3693,47.75
2965,39.0851
161,78.2069
521,44.2222
154,35.6857
1641,23.8696
388,45.3103
3685,28.3182
2962,66.125
1339,54.875
346,65.3103
1821,55.1163
126,70.4151
87,72.7917
3502,25.6667
2743,44.48
3596,54.3485
2782,42.3571
2148,36.0208
200,52.8372
374,41.0175
3441,67.3125
173,59.8519
950,69.1957
180,48.8148
2963,33.913
5182,43.6957
890,43.2787
228,66.1795
378,75.76
53,82.4444
147,60.6364
2030,47.9677
896,53.7419
289,28.4583
590,53.8571
560,52.375
895,59.6667
331,47.4167
3021,50.9524
1271,55.1538
110,53.5862
2789,76.2059
152,32.0
3084,31.303
7232,31.04
2766,59.1273
4864,23.5833
6678,91.7368
649,37.5
5303,37.6984
1754,64.625
5307,31.5714
1091,59.2609
1482,48.3462
3035,56.6667
2143,40.8644
5,88.2609
3103,47.1429
2088,30.4651
7165,48.6486
4393,31.8095
2784,50.5385
39,45.88
148,35.3462
679,77.2273
368,43.0
1275,73.52
2954,64.1304
453,48.3333
5882,65.2581
3433,41.0286
2116,46.4634
433,28.2537
2653,89.05
151,77.56
500,76.52
2826,73.0
3500,53.85
1833,29.6765
7175,22.1486
160,49.5833
1496,36.75
1719,24.9565
374,29.7183
202,84.1702
721,37.125
976,44.9559
78,38.1765
4683,44.4375
1082,50.4444
38,54.8571
2026,49.3898
2388,32.7907
795,61.9583
718,45.7568
281,54.5313
156,49.1563
439,55.3864
205,35.54
3278,27.7037
3503,32.7083
1720,61.4783
46,59.3636
1548,51.6897
178,60.4688
907,59.0909
2151,26.0317
2860,54.2857
6089,92.9091
1211,36.1429
3255,25.84
3139,57.5313
162,71.4783
113,58.5385
2136,46.8621
2925,41.8
6933,30.3704
86,68.8636
110,52.1364
237,64.84
224,24.3137
1416,44.8889
702,51.5385
3514,79.0714
2653,38.5556
74,50.5758
474,21.8387
201,65.0385
2765,29.2759
3691,28.5
475,43.8696
25,39.2121
906,78.8261
993,34.3148
1104,54.2759
145,52.7692
1929,33.8462
1273,36.4074
1353,50.0735
2010,24.9615
373,72.9512
32,73.6102
3566,42.0455
501,36.7143
1242,34.9355
1416,52.52
527,80.9487
1209,47.0
103,84.6364
1076,42.6757
5142,43.913
1442,56.9286
845,48.9545
2002,45.3137
6522,42.36
1212,24.6508
1238,40.1
2370,64.6818
409,53.4
1004,81.8919
70,57.4848
707,24.5
2484,33.5882
2149,30.3
105,32.7391
5701,54.4138
2680,38.5385
349,42.3684
202,54.3421
1538,70.4595
2287,32.1628
1130,60.0476
186,49.5682
1014,63.1071
83,56.5
8645,53.4091
197,70.2727
7173,57.6552
1595,54.8611
1577,62.4595
1917,28.7778
3111,33.3175
190,41.1613
2937,34.0
3038,35.6061
233,87.2857
3634,43.6923
189,44.2414
1814,41.4762
201,54.2143
651,65.6154
2667,58.5714
140,64.1667
846,38.0152
194,41.2619
4904,27.3333
313,48.9231
149,60.2286
72,61.7619
1724,29.8627
1337,52.3214
2385,52.2857
92,38.3182
5455,63.0732
2678,44.1905
2143,35.8421
22,78.5517
3594,33.6818
4712,29.7273
3617,39.25
2804,37.8125
348,22.3333
24,47.6
217,77.3929
1086,88.5417
3548,65.36
7001,42.7273
1123,61.1136
153,62.1842
325,51.5909
2150,32.7813
13,69.3784
167,69.0769
110,64.4464
339,84.6286
121,29.6111
1856,81.5652
255,74.875
7162,45.8571
45,76.7727
3310,39.4615
151,36.2955
1921,46.875
221,35.3542
218,68.5909
1919,38.1071
75,34.88
2496,51.2174
117,38.175
3546,38.2083
183,55.0333
2433,68.3421
1723,29.5455
3731,33.6667
3507,65.8
2861,42.95
2467,26.2973
1665,43.6522
3427,56.5714
1081,37.7391
3698,66.6216
2379,22.322
1404,92.8333
2127,45.3214
2194,28.0
3687,70.0
7164,53.8108
3960,54.8846
2117,38.3871
2825,47.1923
137,89.9
135,62.4375
2057,34.1667
897,54.8333
791,28.9643
177,68.9375
3828,28.9231
399,58.0769
2669,35.2683
1241,53.6471
1157,41.2727
2901,33.875
1023,23.4444
485,59.8788
212,30.4
806,25.6047
403,64.325
1568,72.0789
2968,46.1471
1615,43.5517
1928,46.8696
75,78.3548
3249,23.7333
2189,58.1935
3631,33.1071
3507,36.5769
332,62.7222
228,42.7692
2036,32.7857
762,62.9259
1619,28.0313
54,48.2817
1277,28.0
4779,34.2903
352,27.6818
360,32.0333
3628,47.9714
2641,38.7368
1119,24.5172
32,90.0
3733,28.4
2145,29.0667
3506,62.1818
2150,30.2903
3843,31.4103
286,26.9545
178,64.3721
900,37.4091
6523,32.48
141,29.1111
3739,30.5556
924,75.9231
155,33.78
9561,29.8113
3089,44.4474
926,92.8667
723,43.0
3630,79.48
823,76.8333
2493,35.325
2243,30.0
567,59.6333
3686,52.8182
1842,60.3333
654,60.9706
165,54.5926
576,41.08
274,42.6389
3526,34.3929
2867,35.8333
1305,49.9231
2227,42.3898
1848,36.5484
38,56.7273
146,23.0921
314,31.6333
1394,32.1029
1566,28.45
44,81.44
7107,29.2069
2585,62.2353
3672,41.0256
594,63.3333
200,92.697
6743,47.5
3079,22.2759
1240,35.5
697,46.7188
18,63.4286
653,36.4706
29,42.1667
936,55.6818
129,25.9655
1089,31.54
409,62.9655
4656,33.0702
3316,92.8871
71,48.0
3108,30.5102
1570,54.7447
2223,30.2727
331,58.1739
21,73.0
1454,53.975
7633,47.6333
1706,38.381
7007,47.08
893,41.0455
55,68.3889
3746,29.0294
683,85.1481
1685,42.68
493,36.3714
3761,24.1346
159,68.2593
2494,37.44
46,66.3043
1548,30.2439
114,33.2917
2542,31.1515
994,33.8519
2028,28.1136
1609,43.5676
1068,38.5
3625,36.8182
2560,28.5349
2434,87.0
2499,35.7805
1702,38.0952
2024,56.4571
2740,60.8684
4101,33.0938
588,32.25
387,49.8049
3078,31.56
1185,56.5385
212,95.2759
3549,52.1538
340,47.72
445,53.1724
3844,23.0
7242,61.1724
939,83.1667
39,44.0811
678,72.7647
179,29.2143
7252,36.4839
1720,45.4688
2053,53.7692
5298,40.8696
1514,30.1429
1417,31.4706
4698,75.0
50,67.2963
91,50.3148
75,47.5211
85,62.1053
74,29.3333
66,59.3636
7,87.1176
4896,77.0714
572,42.5745
2139,64.4762
1482,57.8438
1564,62.4783
488,63.9091
4388,73.2
2741,30.0294
2951,51.5238
4659,43.4419
2857,66.9091
44,67.9
137,64.7097
334,31.7826
1266,34.6944
13,34.9063
177,39.0
1354,38.3509
138,58.2069
1353,35.3659
389,55.0741
220,56.3725
57,37.0392
0,46.2174
11665,39.1212
524,29.7037
2059,59.52
6086,88.2791
4529,34.7619
1708,51.8519
3847,28.7143
4017,49.9545
201,48.0345
3742,49.4048
1725,35.7619
137,43.6667
3845,29.2667
2381,53.9143
3538,25.6071
673,52.6279
1253,81.4286
1089,73.3846
17,58.7
268,22.9322
2908,31.6842
1434,62.383
5147,37.1935
5139,39.1143
197,47.0435
2550,74.0
0,74.6429
411,59.2326
134,58.24
423,27.1379
1799,41.8592
3122,36.8261
1088,68.2258
721,41.6071
2078,34.0741
706,25.3077
1200,59.875
944,39.1852
2565,27.8333
4267,43.1935
11,63.2941
2981,26.5517
2506,54.9804
6524,29.1429
2683,34.3333
3107,73.619
3962,64.5161
2870,54.5714
139,58.8077
397,40.9318
5179,54.8
213,70.7105
393,36.5476
2673,45.5556
5153,26.9423
929,89.8519
245,79.32
2429,34.7059
4008,73.325
509,43.8
2230,31.7941
5151,23.7381
2546,59.225
9572,25.9583
2133,42.42
4906,54.6053
2872,69.7391
84,36.9677
196,51.0455
2741,49.8649
1262,32.8298
3077,39.9811
114,43.7463
1849,27.9333
417,49.913
3075,24.3571
226,57.4286
1276,41.3235
155,52.2703
25,56.2143
1629,67.5143
106,66.3519
5167,45.7727
2200,66.8333
216,39.7333
804,23.9706
3102,56.0435
115,63.7273
2803,37.6389
95,37.0909
339,41.3913
310,43.6
8173,53.8333
1415,30.25
3632,70.5833
2823,25.44
3713,36.8788
899,70.9615
2401,35.4681
255,93.0213
3982,41.6667
132,64.8
2111,44.5
410,63.9385
226,47.925
2737,41.8571
3510,63.614
1591,35.75
2085,32.0
3164,41.2
113,45.4255
244,44.9268
847,34.2292
2665,36.2333
6928,46.4828
2309,77.8889
256,37.05
1278,58.0
28,51.6
152,36.0323
1635,62.2174
3638,36.5
2164,51.8
105,83.7941
771,64.6364
1628,48.2414
31,80.9
92,33.7895
2193,94.3333
5453,35.4286
3699,95.0
4784,43.7778
315,66.7
217,34.2545
158,44.1176
249,38.8214
3569,28.0811
1930,62.0
2798,42.0
2025,58.2941
177,33.093
1269,30.7778
3149,33.9756
1615,24.2439
2095,22.0741
3534,23.4259
3644,49.625
2742,66.7667
2036,64.0625
559,41.0882
557,65.6129
176,41.3214
785,25.129
690,62.6538
1264,60.7143
2501,33.6667
2258,39.6905
75,89.16
2564,38.0476
106,42.5217
7166,35.5556
3090,65.4103
3194,24.8519
93,47.4839
435,33.8125
72,43.08
2817,53.625
354,62.5217
1926,45.7368
2509,38.8125
362,32.7561
1215,44.6346
1592,60.5122
3049,37.3542
94,73.4658
417,61.913
3119,23.2364
184,68.2188
9575,52.1724
308,40.3913
5703,45.4286
3106,23.1731
58,41.2
102,34.0328
118,54.1778
2389,55.359
1781,31.3871
1287,34.9091
174,71.5385
6529,39.0364
3225,30.3333
833,50.4583
2636,30.8182
144,55.72
2063,35.8571
1239,64.5
1084,44.1522
224,35.5714
3455,51.6087
1663,30.8611
97,92.0588
1622,42.9259
319,34.8889
4727,55.7692
2023,32.6047
1539,67.1961
1091,24.8222
5477,41.8571
2799,36.2
847,35.1364
1481,50.2857
1395,37.6471
2656,58.7059
2224,31.5
1597,53.85
2116,64.6923
2270,36.7308
519,46.3704
1913,30.3148
144,51.4074
39,30.1017
3493,44.7097
83,30.6724
1300,30.7143
292,58.7391
5,60.3429
632,52.2727
1168,24.52
1491,35.8125
4907,29.3714
1118,30.88
1302,44.0714
1371,75.8919
3640,38.3871
3023,66.5455
136,61.5231
2922,32.3095
1188,52.5217
1961,78.1887
3422,46.6667
217,41.7778
343,38.6667
828,63.88
894,41.3043
475,40.5357
2942,34.0
251,30.4762
5153,35.0
138,61.5106
675,31.9688
2743,50.3226
7639,32.1765
413,31.0
1074,40.4583
819,33.4783
1180,34.5143
3809,35.4043
430,44.4643
4861,21.6271
2636,58.5676
1125,45.0645
167,38.7069
3283,42.0143
3197,63.0476
483,49.6216
561,53.3529
848,31.5455
2510,28.1364
33,93.6667
6923,37.4
4192,87.2381
2379,37.2586
3284,32.9697
969,24.6087
3420,83.36
1409,53.3077
2143,77.9524
5183,49.875
942,60.1304
2228,58.0625
3163,25.1951
3024,40.9706
1431,38.2
4017,40.25
3150,23.9091
2382,33.4474
375,39.3636
4187,62.3571
2492,28.64
5883,32.0357
2823,44.3636
1933,63.2174
3547,52.88
786,32.4167
730,33.5385
947,32.875
2768,59.303
5155,22.84
1293,40.9167
2824,29.6154
16,68.25
233,32.8929
4166,58.6333
7182,78.4615
1015,22.2941
53,48.2308
2012,38.2571
76,55.1944
8663,29.9394
703,46.1724
3570,34.5
231,32.6053
76,92.2368
4091,24.2903
2442,30.0704
1434,88.7
590,50.814
2435,29.6957
28,83.2727
44,62.2576
65,83.675
1605,85.7273
3,88.7586
2810,23.3333
0,39.1304
223,56.1875
16,83.1667
204,88.2923
141,56.1613
6079,47.3333
2093,24.3
2783,72.8095
4898,43.1852
1316,34.5333
2115,60.5833
95,81.7941
117,52.3704
153,36.0833
677,31.5946
371,57.2203
3961,28.2963
1282,88.5926
195,65.3103
265,31.037
3,93.9615
162,46.0
4102,46.2381
3677,43.9796
956,72.8929
1242,60.9032
204,31.5833
4022,29.4444
2369,59.9032
1012,53.6818
2037,51.7381
787,37.5185
2662,77.8261
383,69.5
1160,38.2162
925,52.037
1727,30.8462
34,77.2333
1340,61.3871
25,35.5143
164,48.72
11667,47.875
1442,65.6875
216,69.1613
2634,51.0968
3044,37.8056
2804,55.0
673,34.0526
3319,37.2222
886,78.6667
161,72.3143
3567,94.087
2202,51.0435
390,23.2051
5410,35.6389
2853,42.973
161,59.25
28,53.0968
1832,35.8387
1786,35.7077
896,59.25
2780,45.7778
4530,29.44
5154,25.1605
6695,71.0968
1062,24.5532
3542,36.9375
2226,25.7143
2586,53.1277
3048,23.4333
2821,43.0
2168,46.3443
1684,72.4516
7,64.5
111,57.0435
968,86.5417
120,43.1379
2638,22.9231
1707,50.0909
1355,21.6667
75,53.3714
3987,48.0769
3678,57.72
3712,35.1034
2820,53.8542
215,49.8889
3810,49.6053
924,27.625
8661,59.1818
2382,41.9032
3922,49.2813
506,37.4118
635,30.2143
6936,31.4848
2003,63.9118
557,64.0943
84,56.4773
2514,48.359
235,94.8261
512,39.4583
2385,32.68
6526,26.6563
1357,32.551
22,52.8125
18,60.6154
376,29.2154
400,49.3478
316,24.1951
136,62.3056
1545,50.2
5456,63.6176
1549,61.9677
3195,25.8302
1044,47.102
2143,45.5714
436,37.2333
1210,37.5577
75,50.7838
2799,80.3438
3630,41.86
3023,37.8431
84,80.6
5170,59.3333
3126,56.0278
736,60.1818
1579,50.9231
788,31.3448
1288,70.6563
670,41.931
4,76.9167
2252,24.0645
11,45.3913
30,41.7857
88,71.3333
2988,28.9
7014,45.4286
4163,55.5405
1,82.3704
1396,22.4737
1626,29.6364
2903,64.7143
570,56.913
364,61.8182
2438,62.2703
4531,43.561
327,42.3659
704,39.6522
229,88.0
2959,37.44
580,60.7727
3087,49.3636
3681,37.175
4038,25.6667
67,32.5854
1717,67.9189
2900,40.2727
702,28.7667
2742,40.4
5489,93.3333
5476,35.4545
578,41.5833
1437,64.1818
152,35.5952
3193,32.4242
2327,64.2821
151,63.1818
991,76.6098
1652,36.3404
3836,29.4231
295,64.9565
2130,78.9545
1059,40.7308
1480,85.7857
2873,65.2333
600,62.0213
7,74.84
45,45.8378
1435,70.6538
5185,26.7121
3083,44.4839
2222,25.6333
1074,87.9333
3287,32.4792
24,70.9545
3421,25.7143
7640,43.375
2584,27.0
1,56.2368
18,60.1905
1834,42.5
8657,36.5862
142,24.4754
119,80.2381
157,49.0455
3701,90.3333
220,57.0909
3674,31.9423
1256,38.9167
980,67.3235
1263,32.0938
1753,29.0323
978,29.4
1434,23.8596
6692,29.7714
2955,30.4571
1161,49.0213
3085,22.1471
3899,44.2308
102,77.2609
38,47.7143
890,79.6087
668,45.7576
3616,32.2258
438,49.7222
2018,28.102
1688,50.5
5465,30.027
1223,47.1667
1707,45.8333
136,62.9545
152,28.9
1475,68.4
39,38.1915
2265,41.25
2677,49.1429
1975,47.4118
220,37.5217
424,52.8276
173,89.5417
1785,31.6712
223,38.4697
851,27.2381
3070,50.9048
2241,61.7188
5157,34.375
606,87.0
1732,30.0541
22,92.7241
4168,56.36
1845,44.9333
3091,28.5278
3281,31.5
218,56.875
1214,48.6875
640,39.1207
2086,27.0769
2126,26.0857
5296,60.1667
2513,33.766
1162,61.7576
741,48.2857
259,51.0556
92,31.9412
4717,38.8393
719,36.7727
885,40.1034
3203,22.9286
2384,31.9697
6937,40.7576
3934,28.275
220,23.4828
3090,33.75
4779,39.0
985,78.9231
3756,66.2593
659,50.16
1243,32.1818
2789,29.2653
3743,23.9259
1302,29.0769
3641,31.1
118,72.4848
1597,62.3784
212,71.82
127,47.7353
852,47.25
190,63.037
420,46.0465
2865,37.0
1281,60.4211
1928,88.4091
731,29.5
182,35.6
5414,25.7419
32,47.3333
4188,78.1538
1031,90.5417
14,57.4545
3550,42.4615
323,34.3556
3676,91.2857
2142,24.8305
1138,45.9333
1623,35.92
7109,50.0179
180,55.5
2097,40.5652
39,88.3333
1627,36.3261
55,79.0
2683,37.6596
41,90.8333
60,55.0625
2311,76.8846
1085,22.5111
2681,53.5313
7185,25.1892
184,75.6522
137,83.0968
1186,36.2564
1798,36.2459
1173,47.64
855,44.2917
1441,41.68
20,54.6667
272,42.2667
926,50.7273
362,41.5417
1540,76.2963
72,47.0952
1368,57.4
153,64.1429
3989,30.6173
3738,35.9355
1931,52.3103
162,34.6136
2094,36.0227
7529,45.3333
302,47.4884
1097,59.6957
174,37.04
2166,38.48
7677,54.9655
5892,38.7778
7120,84.0303
283,44.4909
146,34.1481
234,63.1429
1647,30.8529
278,53.2778
8,83.5172
3603,46.7273
4009,76.5
7530,48.7027
6687,36.9825
16,64.6364
1855,42.3462
3593,43.8837
214,39.0455
96,69.4474
31,70.5
365,32.8
558,37.8148
1598,60.8462
49,62.7353
452,63.2182
119,69.5
9,37.5556
65,89.8333
5884,54.9615
139,69.931
16,74.2969
2144,35.3333
34,63.0244
3257,33.4
6736,30.8056
153,40.2
2332,84.4167
31,91.1724
9401,25.3333
597,47.7391
4394,38.6207
4729,23.8
988,44.6563
888,26.0625
2657,91.4516
3963,29.7451
2679,54.32
138,44.7059
327,31.6786
195,55.8214
919,49.1154
87,40.0357
4862,27.0
77,46.0541
13,34.7179
1526,49.7568
1904,23.7727
2123,27.0
3258,22.5143
41,59.5775
504,31.3793
3420,37.1463
2821,32.6279
2423,78.5
5148,27.8214
1398,42.0
858,57.5526
7680,58.871
1705,68.4615
340,79.4167
857,38.2759
3619,54.566
35,50.8462
7009,78.3478
7175,36.4074
363,28.381
3618,79.625
142,94.9167
300,45.0
213,58.4474
2950,53.0286
144,79.76
68,59.8286
5186,23.087
2146,41.5429
0,30.6129
2787,48.88
432,83.3226
803,21.9667
1964,87.1923
5302,41.1892
152,53.5517
112,53.9394
1245,32.2857
78,77.7429
2682,73.5135
78,61.6667
1392,46.0323
3214,41.2083
127,51.4167
3,71.1515
259,40.4516
1219,30.4815
3512,58.1471
1221,78.5909
2096,45.931
282,35.8889
2301,46.4
477,62.931
2511,30.913
5243,26.0217
85,46.1346
1357,27.8293
3645,45.7727
7173,35.5556
2118,35.5333
4783,68.875
1733,25.9318
7170,29.16
654,46.75
149,79.2623
140,51.7143
238,29.7097
203,70.9412
2314,44.28
122,43.12
130,52.4043
120,91.9268
1266,56.9091
2444,40.4583
303,42.96
1275,94.6182
384,41.3462
972,47.0556
1901,31.5185
50,68.9714
1,67.2083
1218,63.3913
1351,41.7049
2128,38.6857
1619,35.0435
419,48.1071
4725,40.0714
2637,48.1507
132,89.0588
2445,54.3333
150,34.0
5457,63.6757
2035,36.7667
1319,21.8696
1924,42.9737
97,78.0893
313,28.087
100,75.4444
21,78.6176
1554,33.1
11664,49.3333
2921,35.1143
1600,44.6071
1321,30.0
479,48.6111
7243,60.0
1086,45.1739
2168,75.2941
2,69.8222
811,28.7838
516,67.3077
260,79.2059
3643,31.1935
1040,25.0
2171,34.5
1385,32.9259
3050,40.2143
250,62.7308
1558,52.1
1331,30.1667
2259,34.8611
485,57.8
2154,35.9388
1800,67.3913
5707,39.2727
844,31.5429
467,47.4286
1027,24.0189
1449,67.26
1755,31.9565
5411,62.9583
4103,25.2059
1083,49.8125
976,45.1071
46,59.9767
17,62.0833
4785,22.8857
329,43.9737
236,54.5909
3533,48.4419
4692,33.7105
830,75.6923
347,57.5636
5,92.5556
2787,47.0714
1960,52.9032
390,53.1429
4694,56.3333
8179,24.2857
55,62.7692
6935,38.7826
1182,70.087
226,43.1667
4395,35.4815
179,46.1071
48,77.88
1133,58.3404
511,49.5417
1277,70.3714
2082,36.0313
3092,77.08
1437,56.0263
2497,24.2034
8659,51.5217
37,84.0952
960,42.7667
86,79.5806
109,42.0
2425,22.2941
15,91.3333
3035,50.8065
1097,39.5862
5158,47.8
643,72.8
231,55.65
1914,37.5
195,48.5714
4387,41.5185
2921,31.3279
1644,39.56
396,39.875
6693,32.102
59,45.8333
198,62.3125
1515,36.8182
3647,46.7308
2979,49.0
2253,45.2903
2805,39.1481
2120,32.65
164,50.0784
212,64.25
642,75.9091
3465,34.6923
1334,32.8333
96,34.6531
2031,80.1136
137,55.9615
340,41.9231
157,48.2778
17,51.1304
2087,49.6667
8662,24.8958
40,75.9091
157,31.0769
182,61.0741
326,51.566
299,51.3415
1802,59.125
85,53.9744
2424,38.4783
1092,30.8571
1307,27.1176
99,54.22
1275,27.6875
155,32.125
293,69.381
593,73.8095
147,40.4308
15,36.44
1364,30.5208
185,44.2281
3840,76.3871
3710,42.9211
1549,46.6379
7641,65.0182
3286,51.2424
594,37.5294
15,73.1765
2827,24.7273
1179,52.6364
165,58.5417
1542,36.963
650,95.32
3741,41.6042
1486,38.186
32,52.5862
377,69.28
2069,32.5806
225,52.84
93,68.48
2492,35.4
5181,47.8049
32,66.4583
25,76.6563
3088,47.0385
1473,76.9189
592,51.8308
388,23.1094
495,39.3077
1790,41.8182
2803,30.7576
72,57.8475
1690,34.72
1501,39.6522
2507,52.2167
1929,84.7407
2953,43.8974
37,65.05
439,35.9455
3,81.6
3141,53.1071
3513,63.4048
1492,29.675
5191,27.7742
4533,55.1429
1456,44.0645
6696,26.7143
3447,75.0769
4391,33.6486
62,56.9773
2122,43.9231
143,72.1667
2866,22.8378
1660,42.1
448,75.0952
94,52.4737
1838,26.907
115,56.7593
441,41.5172
256,39.7857
1012,28.6364
156,40.6129
1141,82.5
423,60.5789
4731,25.0513
1277,29.3421
3127,22.0833
98,49.4333
31,37.5455
168,58.6552
4860,23.2273
3536,34.1111
6,83.3143
231,81.0968
77,60.2727
258,25.1923
22,54.6377
3047,54.3448
232,58.5263
230,42.4167
26,90.6
338,50.6071
2677,59.4762
113,85.4324
35,67.5862
227,73.25
652,41.0313
438,24.9143
196,80.6522
3207,55.0714
5415,41.44
1549,34.1379
2147,43.125
137,63.5
1183,31.1613
695,43.5714
470,51.0588
225,76.1923
1557,26.0833
29,73.7917
379,80.3939
262,57.1818
1007,59.2083
5467,43.75
5490,26.3714
56,67.9615
225,46.5652
151,67.6825
1816,51.2143
657,39.8519
1822,74.2647
377,28.2656
163,71.7308
133,65.2692
596,27.2308
5468,33.5588
2684,58.9688
6921,27.125
5304,44.0
350,21.8533
2828,70.8276
3269,25.6957
64,66.8182
1661,25.1538
6527,44.7586
162,48.6579
4401,44.5172
2091,25.4286
53,90.125
1076,55.5
194,37.0714
4003,35.5862
34,71.7037
373,33.4091
2296,31.0
2471,78.6364
16,50.44
1922,51.5577
16,94.5625
251,79.4333
38,43.775
11663,27.5652
258,92.4138
2426,44.1111
663,35.7941
3609,30.6857
157,64.2857
2386,84.4
3648,40.4468
1611,33.8511
1282,25.7083
5190,28.0704
3107,33.8049
4535,54.7857
137,78.0313
345,41.7246
71,72.7955
1540,37.1212
1417,79.9167
2448,34.9545
1977,25.9661
2675,35.2188
3679,40.6875
2421,26.0435
4871,75.3023
362,48.5
2638,61.3636
4786,94.5417
3205,30.8372
3716,29.913
152,36.9259
5187,29.5455
1126,39.5
679,41.1522
97,74.875
1657,37.3043
2244,57.8636
2082,27.54
1573,35.1071
416,28.3333
3216,71.1429
15,46.2727
118,59.9483
1312,55.8667
2414,56.75
6701,44.1957
35,63.5667
3544,31.9524
1791,33.7407
4198,40.0
1284,24.0488
203,60.5588
25,77.2963
7689,21.875
163,32.3902
209,58.6
1790,31.3208
3417,47.3115
3736,51.16
4196,38.8261
9573,32.4722
1560,81.1
49,59.6842
1008,56.6818
2143,27.25
4010,25.8043
2477,51.8095
7115,23.8462
87,31.5909
343,51.7273
166,65.6852
